,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other,Mkt-RF,SMB,HML,RMW,CMA,RF,MOM,ST_Rev,LT_Rev,BAB,QMJ
198909,1.2381,-0.4408,-0.5147,0.6368,-0.3128,2.3227,-0.1553,0.8444,0.7375,-1.0848,1.4037,-1.2222,-1.4079,-0.1804,-1.213,0.1837,-2.8405,-3.1894,-0.9642,0.5625,1.1566,-0.8794,0.2029,0.6996,-0.3663,-0.77,1.49,0.83,2.2,-2.53,-3.65,5.46,2.38,-3.41,-3.7,-1.29,-2.54,-2.38,-1.47,-5.67,-0.83,3.73,0.68,1.42,0.48,3.81,1.61,-3.92,-3.86,-4.29,-2.13,-2.76,0.63,2.11,4.24,-0.76,0.46,-1.34,1.4,0.59,0.65,3.4,1.19,-2.81,0.08,0.26
198910,-5.1415,-5.6671,-4.8089,-4.2805,-6.7825,-4.9065,-7.1355,-4.9105,-5.6377,-7.9363,-4.1264,-5.9278,-6.2541,-5.0875,-4.845,-2.9502,-3.5582,-7.7089,-2.9547,-4.5214,0.1327,-3.5158,-2.8281,-3.1775,-0.0705,-3.19,1.69,1.97,-2.2,-7.4,-1.41,-5.33,0.39,-5.85,-6.42,-8.08,-9.16,-5.7,-2.73,-6.56,-4.78,0.06,-5.24,0.49,1.01,-2.04,-4.67,-5.06,-2.73,-9.86,-4.78,-4.39,-2.81,-3.98,-3.4,-3.67,-3.33,-1.03,0,0.02,0.68,1.37,-4.26,-3.58,0.49,3.30
198911,-0.7073,0.2104,-0.6969,-0.0204,-1.2848,0.3011,1.6853,0.6492,1.5011,-0.9031,1.6707,1.6951,0.0067,0.7765,2.2203,2.0809,2.2321,0.5085,0.4173,0.8639,1.97,2.3745,2.6647,1.2953,1.0566,3.61,3.78,-0.28,1.66,-0.79,1.07,-2.11,4.53,2.51,1.32,3.51,2.38,5.28,9.42,-1.88,-0.32,11.36,6.36,3.91,3.23,1.99,-1.8,-2.31,3.15,0.38,0.52,1.02,2.54,-0.46,-3.2,1.03,-1.3,-1.12,-0.91,1.47,0.69,2.58,-1.75,-1.25,1.31,0.85
198912,-0.7791,-0.8467,-1.0353,-0.8298,-1.6469,1.3306,-0.2987,0.6709,0.9123,0.3398,-0.0568,0.6658,-1.3587,1.7209,-0.5985,2.6767,2.0993,1.3727,1.5198,2.2728,0.6883,0.9755,4.495,4.941,1.0541,3.45,1.58,-0.48,-6.89,0.48,2.42,-2.32,1.05,4.21,0.65,0.14,0.64,2.42,3.78,-2.38,-0.07,1.58,3.38,5.87,4.79,5.73,1.93,-1.5,3.63,3.12,2.73,0.57,-0.36,-2.47,5.53,1.16,-2.3,0.28,-0.1,1.45,0.61,2.81,-2.54,-0.85,-0.90,1.94
199001,-8.2885,-7.4638,-4.744,-6.9451,-6.0664,-9.604,-9.3418,-7.4129,-7.959,-9.1627,-9.5228,-8.9483,-7.47,-7.2175,-7.6632,-6.9756,-5.9222,-7.7701,-9.051,-9.923,-7.6055,-5.7797,-7.0677,-7.2541,-5.7852,-10.2,-9.03,-8.65,-10.81,-9.42,-7.72,-9.15,-7.37,-7.59,-10.11,-5.19,-8.78,-3.29,-3.72,-3.37,-4.1,4.7,-3.03,-4.14,-5.35,-13.4,-5.83,-0.85,-7.48,-7.61,-7.67,-5.63,-11.41,-9.78,-8.07,-7.85,-1.33,0.87,-1.13,1.32,0.57,-3.28,1.08,3.26,-0.21,0.91
199002,2.0153,2.082,1.0824,3.4585,1.5483,3.3986,3.6722,2.9947,3.5578,2.3887,3.2363,3.3853,1.97,1.3601,2.8584,1.6568,1.398,1.5451,1.5675,3.5032,-0.1106,1.8414,2.4739,1.3788,2.0042,-0.35,0.51,-2.56,1.67,0,0.17,2.67,-2.06,2.64,2.04,3.91,3.24,5.53,1.47,6.11,4.43,-0.38,7.21,3.01,0.22,-0.34,4.08,3.67,1.66,5.93,2.13,2.22,-0.99,2.33,1.17,1.11,1.18,0.61,-0.19,-0.64,0.57,-0.53,0.44,1.89,-1.35,-0.71
199003,4.4161,2.6632,2.4015,3.725,1.409,4.9099,4.4672,4.8162,3.09,1.5915,5.4115,2.6619,2.7619,1.4389,-0.5049,3.8629,3.8337,1.8306,2.1313,-0.3506,3.9453,3.8505,0.172,0.6526,1.0406,5.27,6.21,6.81,1.67,-0.64,4.18,8.19,3.86,1.44,2.12,3.51,6.28,3.86,3.95,3.59,8.3,-5.84,5.57,-0.51,-0.75,4.18,5.23,4,2.26,3.26,2.99,6.04,0.66,-1.55,4.61,1.83,1.64,-2.9,2.15,-1.02,0.64,1.65,0.24,-0.08,-0.21,1.94
199004,-2.545,-2.3896,-1.7116,-2.4792,-3.5308,-4.0605,-3.5691,-2.0179,-2.8983,-5.6681,-2.4559,-2.0333,-3.3674,-5.6609,-5.652,-2.9129,-4.1027,-6.2997,-5.2386,-6.0345,0.4673,-1.3318,-3.8571,-4.1127,-4.2175,-0.2,2.32,4.77,0.39,-6.55,-1.89,-0.94,0.29,-3.45,-2.63,-3.28,-7.05,-2.96,-0.43,-4.47,-5.55,-8.82,-9.08,-3.56,-5.51,-3.46,-3.2,-1.48,-2.61,-4.2,-2.18,-1.72,-3.94,-4.23,1.69,-3.36,-0.4,-2.55,1.72,-0.98,0.69,2.4,-2.02,-1.12,-2.46,2.76
199005,8.07,6.3851,5.8633,4.2882,3.4232,10.7352,8.482,5.7996,5.3602,3.7215,9.2338,8.7457,7.0954,5.0096,6.4924,10.9271,8.5757,10.3263,7.2605,8.3215,11.5903,10.9442,7.5458,6.3937,7.8755,8.84,15.91,1.12,13.13,9.55,9.78,8.2,12.76,7.34,3.92,9.05,7.31,6.18,9.98,8.03,10.66,7.74,13.16,5.92,5.42,9.39,11.53,11.88,5.8,4.87,9.11,11.99,13.75,9.28,10.62,8.42,-2.4,-3.74,1.65,-1.57,0.68,3.05,-0.44,0.96,-2.01,0.07
199006,1.1288,2.6731,2.3276,0.4719,-0.2038,0.1406,0.9244,-1.1175,0.0879,-0.6442,2.0828,0.6162,-0.3001,-1.9422,-0.1849,0.3219,-1.8605,-1.946,-1.8839,0.0332,3.4122,-2.1308,-2.3393,-3.4491,-0.2183,2.25,1.01,9.12,-3.71,-1.08,1.92,-1.91,4.44,-2.22,-4.82,-2.44,-1.45,-2.3,0.19,-2.91,0.37,-5.8,-6.66,-2.06,0.75,-4.71,3.03,-1.94,-0.2,-1.19,0.57,1.61,2.01,-1.83,1.4,-1.09,1.38,-1.94,-1,-0.34,0.63,2.43,-0.19,-1.46,1.33,1.60
199007,-4.6508,-5.0622,-3.0585,-3.1423,-4.5988,-5.2592,-4.4346,-4.4513,-2.3063,-4.1943,-4.4528,-1.6283,-3.4158,-4.7102,-4.7772,-2.0782,-1.7982,-3.4776,-2.3534,-2.0197,-0.9556,-1.2344,2.2236,-1.2977,-2.0321,0.57,0.02,5.64,-7.87,-5.49,-1.81,-3.71,2.59,0.89,-1.32,2.35,5.69,-2.01,1.59,-2.69,-2.91,10.57,0.53,8.29,0.88,-4.59,-8.13,-6.37,1.82,-2.34,-3.93,-3.66,-6.98,-4.55,-2.6,-1.9,-3.27,-0.01,-0.27,3.1,0.68,5.93,-0.56,-1.81,0.47,2.29
199008,-16.622,-14.3677,-12.3506,-11.1238,-12.4072,-14.5808,-13.6566,-12.3418,-10.6755,-11.3958,-13.9294,-13.5252,-11.0876,-8.8579,-10.0935,-9.821,-11.5663,-10.6055,-9.1332,-10.0018,-8.5609,-10.2209,-6.5784,-9.4691,-10.5847,-7.12,-4.91,-3.09,-15.29,-9.42,-8.98,-17.13,-6.82,-12.9,-14.18,-13.13,-10.24,-13.55,-13.52,-14.64,-13.34,-6.67,-10.87,-1.15,-6.63,-10.72,-10.36,-12.21,-10.65,-13.03,-9.86,-12.82,-13.22,-11.03,-10.93,-10.15,-3.85,1.58,-0.43,2.99,0.66,1.78,-3.51,1.56,-2.07,1.60
199009,-10.6032,-9.373,-7.8129,-7.0386,-8.8079,-10.1674,-9.6871,-8.5197,-6.8305,-7.8354,-9.391,-6.9137,-6.5433,-8.0441,-8.3556,-5.7786,-6.471,-9.8635,-6.9381,-7.0147,-5.1428,-5.2389,-1.4312,-6.6207,-7.4122,-1.59,-6.63,0.93,-4.03,-6.59,-7.44,-12.22,-4.35,-6.66,-17.14,-9.19,-6.16,-9.77,-10.4,-11.07,-10.1,-1.75,3.18,-1.61,0.48,1.29,-8.37,-6.18,-7.32,-7.64,-4.91,-9.38,-9.45,-11.44,-8.48,-6.12,-3.78,0.73,-0.16,3.71,0.6,5.53,-5.99,0.68,0.05,4.35
199010,-6.4065,-6.0789,-6.686,-5.5209,-7.2574,-6.3151,-5.4881,-4.2424,-4.3741,-7.5916,-4.7424,-4.9791,-4.0593,-3.0691,-4.4455,-0.9067,-3.2338,-7.5063,-1.8734,-1.2626,1.6105,-1.8344,-0.9367,0.7491,0.9417,3.06,7.53,6.43,-1.3,-3.84,1.96,-7.61,1.43,0.56,-11.04,-6.78,-11.44,-9.4,-2.93,-2.69,2.57,-16.72,-9.52,-4.17,7.23,2.8,-2.36,-4.16,0.52,-2.5,-3.62,-3.06,-3.7,-7.03,-2.97,-1.92,-5.07,0.22,2.87,-0.49,0.68,6.73,-2.62,-3.56,-4.02,4.28
199011,3.6555,4.7966,4.54,2.4335,1.1825,12.0346,5.8761,7.0095,6.9214,4.2328,11.059,9.5954,7.4203,7.5601,7.6345,9.1952,8.0317,11.1435,9.0918,6.0376,6.4344,7.7236,5.8334,6.1279,4.3463,5.37,5.23,7.9,12.1,10.44,7.63,16.28,9.45,10.04,8.4,8.17,2.94,10.17,5.48,2.94,2.13,-1.87,-4.48,1.66,2.3,3.1,10.98,10.57,6.64,5.69,6.41,11.68,8.01,14.3,2.19,6.35,-0.06,-3.16,0.82,-4.75,0.57,-5.62,5.9,-0.65,-5.12,-0.69
199012,0.2449,-0.2692,0.5416,2.1365,0.0925,4.3296,5.3567,4.28,4.1908,4.6145,6.635,4.1288,3.8279,3.6714,2.8925,4.0787,4.1129,4.5007,4.1902,3.6116,3.2416,3.7837,1.5957,2.199,0.8058,4.68,2.35,5.36,2.84,6.05,3.45,8.66,2.75,3.49,8.27,3.2,7.96,4.28,5.74,-1.25,3.91,10.23,2.18,-2.19,0.8,1.75,5.07,4.08,6.51,5.15,4.75,2.86,5.72,5.47,6.32,2.46,0.61,-1.54,2.86,-2,0.6,0.16,-3.11,-2.22,-1.23,2.18
199101,7.8223,7.1538,10.4057,8.8312,11.0791,10.2132,6.8405,7.2706,6.5603,8.6245,9.4254,8.7079,6.6103,8.0394,3.577,8.4626,3.9209,8.5686,4.1444,5.325,5.1725,6.1071,1.7239,5.9153,3.9606,3.25,4.65,2.68,5.66,8.86,0.81,18.21,4.53,5.65,11.05,9.48,8.19,7.39,11.5,7.35,7.28,-9.26,-3.89,-2.01,-1.37,0.18,13.83,14.22,5.27,12.29,3.09,11.74,1.37,7.18,10.18,4.69,3.86,-1.84,1.55,-4.08,0.52,-6.53,-2.05,6.16,-6.15,-0.96
199102,14.2041,12.3241,13.1748,12.2229,12.1398,12.0247,10.3638,10.0298,7.9333,13.9111,9.3837,11.372,7.9282,8.6415,8.5418,8.5497,9.2187,8.939,7.8528,5.9178,8.0999,6.9669,5.1859,6.1818,7.9574,11.89,10.84,7.68,10.96,3.57,6.39,14.53,9.85,6.12,12.1,11.73,6.64,8.1,6.84,10.43,1.75,7.94,13.22,8.37,4.83,3.41,6.92,6.02,5.61,5.45,8.49,7.65,13.31,10.84,4.79,7.19,3.96,-0.54,-0.27,-0.16,0.48,-4.73,2,1.1,1.53,-3.24
199103,10.298,8.5859,7.8461,6.2769,7.8357,7.7054,5.1402,5.4555,6.5424,6.5984,7.5886,2.5757,2.1221,4.8731,5.9789,4.7145,3.972,3.3111,3.9378,3.0043,4.526,1.8665,0.2077,1.7059,1.1927,6.03,5.67,1.37,-1.56,1.21,4.14,3.97,5.43,-0.24,3.21,-0.19,0.53,-2.03,2.5,-0.55,0.32,-1.47,-3.94,1.31,1.71,2.34,6.04,-0.57,1.5,-1.83,3.21,9.35,10.12,5.81,0.42,2.65,3.82,-1.23,-0.39,-0.99,0.44,2.83,0.48,-0.33,1.43,-0.63
199104,1.1185,0.8283,1.2291,0.4937,0.5658,-1.4844,0.9245,0.884,1.5193,1.4536,-2.6749,-0.868,2.9795,2.2914,1.704,-0.7012,0.1363,3.9881,1.795,-0.3303,0.0293,0.029,-0.0269,1.3186,-0.1641,-0.86,-4.01,-3.47,-2.86,2.41,-1.44,1.59,-1.12,3.34,2.89,-0.93,-0.1,-2.68,1.27,-2.69,-0.99,0.37,6.12,2.51,-0.03,1.12,-1.31,-3.04,1.24,3.64,1.5,2.63,-2.4,1.73,-0.17,-0.28,0.33,1.42,0.53,0.71,0.53,-2.4,1.58,-1.18,4.91,0.05
199105,2.3467,4.2454,4.5545,3.2271,3.1238,5.5089,2.9199,5.5413,3.5883,3.6429,3.5886,6.7428,4.8263,4.4724,0.1968,6.6351,2.7486,6.1145,4.2865,5.5082,3.9603,5.13,1.6747,3.9729,6.9031,2.87,3.86,3.94,3.95,4.4,4.05,1.02,4.61,10.03,4.46,6.82,4.2,8.86,10.03,15.94,6.16,2.22,-7.35,-1.36,0.16,-1.45,4.56,3.51,8.37,7.83,6.59,8.13,4.84,4.64,4.43,3.65,0.17,-0.57,2.11,-2.45,0.47,-0.1,0.34,1.34,1.13,-0.41
199106,-7.1725,-3.9177,-3.9179,-4,-3.7709,-5.1118,-5.233,-3.209,-2.9169,-5.6748,-4.8119,-4.3869,-3.4646,-2.094,-4.9899,-5.2945,-4.4246,-5.7425,-3.2577,-3.4701,-4.324,-5.6952,-3.7008,-4.8476,-3.9635,-4.21,-5.74,-6.37,-4.33,-7.31,-7.57,-3.27,-4.16,-3.31,1.6,-6.84,-4.8,-6.83,-4.52,-2.73,-3.58,7.88,3.56,-3.74,-2.37,-1.9,-5.96,-9.11,-2.2,-4.98,-2.56,-4.43,-5.93,-5.29,-5.7,-4.94,0.17,1.21,1.75,0.63,0.42,0.46,2.1,-1.69,2.60,2.41
199107,2.5664,4.1289,2.25,3.385,2.5087,4.3011,3.4456,3.3898,3.7657,2.3987,6.0017,4.2385,4.117,3.1515,6.7146,5.9625,3.643,2.453,4.9915,7.1372,6.3917,3.0237,4.8214,4.9334,-0.9497,5.31,9.1,7.43,4.3,2.05,4.95,4.97,8.44,4.92,10.3,4.23,4.51,1.72,0.18,-1.33,5.77,-0.34,-1.26,5.06,3.99,3.2,4.3,4.08,-0.21,5.76,5.85,5.68,1.25,5.68,2.13,4.24,-0.96,-1.25,1.61,-1.41,0.49,4.31,2.06,0.8,0.30,0.09
199108,3.8425,4.2288,2.9693,1.4025,2.7408,4.0659,3.5961,3.5237,3.6079,2.9985,5.3903,4.0953,2.5818,4.0533,5.9996,1.5287,2.7035,2.8043,3.21,3.1384,4.3454,0.5579,2.8066,1.3635,1.5774,6.24,5.96,7.17,-0.22,1.92,4.48,9.27,2.86,0.74,0.45,2.51,0.89,0.51,2.14,-3.42,2.73,-6.18,3.71,1.73,3.53,0.84,5.52,1.28,1.15,1.41,-1.53,4.95,0.81,4.38,2.48,2.32,1.44,-0.78,0.88,-0.55,0.46,1.63,-2.93,-0.41,1.32,-0.01
199109,4.2845,2.4771,0.4682,-0.1857,-1.223,0.531,0.7363,2.0329,0.9539,-1.981,-0.0604,-0.4673,-0.7212,0.4704,-3.103,-0.4586,-1.6554,-0.6487,0.0377,-1.0699,-2.1264,-1.1668,-0.9789,-0.0177,-2.9432,-3.48,-4.61,-2.25,-0.3,-4.07,0.97,3.05,-0.4,-3.14,4.15,-4.65,-3.32,-3.58,-5.84,-2.3,-0.05,5.77,-0.38,-0.7,3.73,0.54,1.64,-2.09,-1.63,-0.11,-2.12,-4.26,2.41,-0.2,-3.19,-1.59,1.55,-1,-1.81,0.16,0.46,1.73,-0.85,-0.79,2.86,-1.14
199110,7.082,4.1088,1.5712,3.8307,1.4073,2.4491,1.286,3.1392,0.6916,1.4143,2.8564,1.2632,1.2798,2.7813,3.873,2.5275,0.3975,1.4521,2.759,3.4508,1.4122,0.9577,1.9997,2.878,1.2661,-1.12,2.09,-6.59,2.79,0.29,1.35,-4.17,6.64,1.79,-1.22,-2.23,-0.97,-0.08,-0.1,-2.35,3.22,1.23,4.84,2.02,1.23,2.11,6.05,0.23,4.36,7.15,2.64,-3.13,2.31,2.12,1.08,1.29,0.95,-0.43,-1.73,-0.29,0.42,3.23,-1.26,2.28,2.16,-0.77
199111,-1.7851,-3.7404,-4.5182,-2.9093,-2.936,-5.0212,-5.203,-2.8223,-5.2317,-6.4901,-3.3319,-4.5977,-4.0358,-4.7066,-5.9071,-2.3625,-4.9052,-3.639,-3.1006,-6.2634,-1.2297,-5.4745,-5.5105,-3.543,-9.2917,-0.23,3.03,-3.26,-6.97,-4.7,-2.1,-2.91,-2.55,-5.88,-4.85,-4.55,-7.67,-9.29,-5.5,-8.7,-5.88,0.33,-10.95,-7.65,1.89,-4.92,-2.79,-5.02,-6.36,-8.64,-3.78,-0.52,-4.15,-5.12,-2.68,-4.19,-0.87,-1.93,1.08,0.12,0.39,1.26,-0.4,-2.68,2.63,3.39
199112,6.271,4.1464,5.5899,4.1342,4.878,11.3131,7.0634,5.5856,5.9814,8.0576,14.4209,10.8601,7.2154,9.889,11.2915,13.2813,9.042,9.4561,8.6562,11.0081,15.3559,8.8815,8.2931,6.8083,14.3233,15.17,15.41,14.35,8,12.21,12.16,15.98,16.47,10.28,13.33,16.48,7.07,9.34,18.28,5.98,9.96,-0.9,0.91,1.95,5.01,9.83,13.91,7.07,9.24,14.22,11.58,13.23,12.94,13.26,13.33,10.84,-2.42,-4.03,3.58,-3.12,0.38,8.3,1.01,-0.93,-3.28,1.75
199201,14.5054,16.1589,8.4463,14.1018,16.3805,8.3206,4.6507,6.2721,7.4623,9.844,1.5358,4.3987,5.0535,5.7067,9.2987,-0.0525,2.2822,1.1075,0.5668,6.2949,-3.1827,-2.0947,-2.5034,0.2387,6.4339,-5.37,-3.06,-4.91,11.66,2.54,7.62,3.39,-5.55,1.04,10.09,4.61,3.22,4.9,-0.84,10.65,4.03,9.39,-9.37,-4.13,-4.58,-2.62,3.68,7.19,1.26,-1.21,-1.75,-0.28,10.52,0.84,2.67,-0.59,9.26,4.51,-1.33,3.15,0.34,-2.51,5.31,9.46,5.35,-4.26
199202,-0.0753,5.5225,2.8896,5.0194,9.8871,0.4069,2.7803,1.6473,4.6575,5.9602,0.2342,2.0589,3.8797,2.843,8.3406,-0.4966,3.0072,2.7279,2.2391,4.9001,0.1827,-0.4363,1.9241,4.2442,10.8584,-0.75,1.5,0.35,10.42,5.64,-1.46,2.13,-2.59,2.8,8.33,1.11,7.01,4.57,3.2,14.32,-3.19,0.43,6.65,-0.56,-1.23,-1.21,2.9,4.43,2.47,5.08,3.17,2.91,-0.25,2.97,0.39,1.09,1.35,6.37,0.09,2.04,0.28,-0.58,-2.69,5.44,3.87,-1.15
199203,-6.6959,-5.6049,-2.4171,0.3865,-1.201,-8.4689,-2.0852,-1.6579,-0.4583,-1.1239,-5.2389,-2.2006,-0.3757,0.03,-1.563,-5.7899,-1.0614,-2.5825,-0.9061,-2.2911,-2.794,-1.7875,0.2241,-1.4379,0.7085,-2.95,1.35,-4.37,-1.43,-1,-2.08,-4.37,-5.46,0.79,3.88,-3.62,-1.33,-2.08,-2.89,1.45,-0.83,-7.53,-4.86,-2.77,-0.53,-0.98,-4.57,-4.99,-0.48,-2.39,-0.55,-1.35,-0.92,-0.82,-8.1,-2.66,-0.9,3.65,-0.08,1.93,0.34,-0.36,-1.09,1.38,2.41,1.21
199204,-10.1339,-3.5275,-4.8112,-3.9285,-2.9689,-6.2885,-3.3748,-2.7494,-2.1931,-0.332,-5.673,-1.7901,-1.057,0.4079,2.7479,-1.9211,0.6182,1.7129,3.6443,3.9189,-0.11,5.4848,5.5763,2.7538,10.1656,-1.38,1.9,7.66,-2.03,4.87,0.89,-5.25,-2.15,6.33,1.14,-0.05,3.72,0.97,0.64,11.1,2.64,-3.96,-5.47,9.56,2.68,6.85,-3.79,0.15,3.77,2.85,-0.93,-4.57,3.24,0.9,-0.06,1.07,-5.73,4.31,1.71,2.22,0.32,-2.6,-3.36,0.76,-0.36,1.13
199205,-1.5279,0.2853,-0.0271,-1.4039,1.8037,-0.3603,0.4815,1.6058,1.0092,4.1668,0.031,-0.7647,1.9615,0.691,3.7834,0.084,1.1583,1.5071,0.7261,-0.004,1.1801,0.3457,-0.051,0.2231,-0.2641,0.88,3.62,0.39,2.04,0.03,0.51,-1.97,1.08,-0.88,-1.68,0.55,0.91,-0.34,-0.41,-1.84,-2.2,9.43,-0.36,3.22,2.54,-1.7,1.31,-0.71,-0.59,-0.25,1.5,-0.22,0.89,2.53,-5.03,0.3,0.21,1.28,-0.96,0.43,0.28,0.13,-0.18,-0.47,1.11,0.24
199206,-9.1866,-5.2509,-5.2783,-5.0757,-4.2539,-5.4617,-5.6843,-2.4657,-3.2119,-1.113,-4.8509,-3.688,-2.4206,-1.4398,-0.4026,-1.92,-4.37,-1.3795,0.2751,-1.0486,-3.0995,0.1364,-2.2331,-0.2552,2.9685,-0.08,-5.49,-9.85,-3.6,-3.2,-6.46,-4.42,-4.68,-4.66,-7.41,-5.82,1.96,-5.8,1.83,4.44,-4.84,9.08,-9.74,-3.45,0.54,1.24,-5.43,-2.86,-1.55,-3.97,-2.91,-1.81,-2.21,1.25,-4.41,-2.34,-2.71,3.4,-0.03,1.07,0.32,-0.61,0.88,1.29,1.66,1.17
199207,0.9063,0.9114,1.9054,2.5027,2.8411,2.6734,4.0933,3.0701,4.4614,3.3055,5.4651,4.6888,3.9409,4.8775,3.9119,5.1307,4.1085,3.6614,4.3828,2.3338,4.9268,3.634,4.8041,3.2283,-0.3252,5.43,4.55,4.63,1.79,2.89,6.87,6.4,5.72,4.21,7.18,4.99,-0.19,2.93,-0.94,-0.74,2.96,-0.84,6.42,5.35,6.69,5.37,3.49,2.72,-1.11,0.79,3.94,4.29,0.47,3.67,5.55,3.77,-0.61,-0.53,1.56,-0.72,0.31,1.44,2.05,-1.3,1.32,1.14
199208,-4.664,-2.9626,-1.7599,-2.0318,-3.1701,-4.2303,-3.4698,-0.3033,-0.4437,-3.6641,-3.9148,-1.9763,-2.2723,-1.3237,-3.1831,-1.3096,-2.5249,-2.2787,-1.3956,-4.712,-0.6031,-3.0956,-0.6441,-3.6756,-8.8069,1.88,1.28,-0.2,-2.25,-1.07,-3.14,-1.03,-3.31,-4.78,-1.49,0.11,-9.14,-3.44,-2.75,-10.87,-4.53,-4.52,-1.2,2.58,-0.49,-1.05,-2.15,-5.28,-3.39,-5.94,-2.27,0.05,-2.75,-3.22,-3.1,-2.38,-0.42,-1.03,3.79,-1.62,0.26,-0.51,-1.57,-4.09,1.06,3.33
199209,0.3338,1.7058,1.6513,2.1101,0.9771,1.9571,1.5653,3.7153,2.1611,2.2474,2.7806,2.9054,1.945,0.3623,1.739,0.4638,3.3828,1.7493,1.0744,0.4341,0.7331,3.4314,0.8654,0.0686,0.2032,2.76,-2.11,1.36,5.65,-0.52,3.31,5.78,-4.9,0.05,2.04,2.89,-0.43,2.46,6.53,-1.57,-2.2,-0.01,13.17,0.09,0.82,1.81,3.75,2.43,0.71,4.09,2.58,4.29,5.7,3.37,4.95,1.19,0.48,-0.21,1.54,-0.5,0.26,1.43,-1.15,0.08,1.84,0.76
199210,2.6245,1.7645,2.7754,2.2522,1.2283,4.7941,3.9655,2.523,1.2658,2.5824,5.9535,3.5374,1.8275,2.3251,1.2534,4.9173,0.725,1.0321,2.0977,4.8942,2.0321,1.5197,-1.7021,-1.9156,-0.1368,-2.71,2.04,-4.2,4.27,0.69,2.47,0.73,3.32,0.77,0.1,0.65,1.56,-1.85,-0.67,0.41,3.56,-4.78,0.02,-3.48,-0.42,-0.53,6.48,0.07,2.16,6.03,2.73,4.5,3.07,2.82,1.47,1.02,2.02,-2.1,1.31,-0.8,0.23,2.71,-0.16,-1.1,-0.45,1.44
199211,10.5014,10.4762,7.6894,8.5887,7.7853,9.4436,8.14,6.5777,4.4775,6.7132,9.7711,6.774,6.172,5.0056,4.4891,6.9874,5.0074,4.0946,2.7958,4.0614,3.7026,4.9118,0.6836,3.1057,8.5218,3.71,0.7,1.97,7.75,7.08,4.5,10.55,4.87,2.18,5.79,2.24,6.99,3.71,8.02,8.2,1.29,-6.73,-10.49,-2.61,-0.24,4.29,5.06,6.65,3.99,5.42,6.73,7.04,9.05,6.51,6.68,4.13,3.91,-1.48,-0.84,-1.91,0.23,-0.34,-1.05,0.31,-0.50,-1.34
199212,1.4491,3.5484,4.9259,3.7912,5.1371,1.585,2.5737,3.3692,6.1848,5.0149,3.1435,5.7004,2.3367,4.1402,4.435,1.4374,1.8932,4.0849,4.2661,4.422,-0.6921,3.1978,3.0841,-0.1178,2.852,-0.9,2.9,-2.84,2.64,-0.54,-0.98,-1.2,-1.4,0.96,5.15,-0.29,3.98,0.96,3.22,3.2,8.7,4.17,-0.15,1.93,2.7,5.57,0.6,0.27,0.08,1.33,3.07,0.18,-0.35,4.61,3,1.53,1.64,2.52,-0.44,0.75,0.28,4.44,1.21,0.77,3.42,-0.94
199301,2.6439,5.6983,3.8927,5.778,8.2662,-0.6967,3.2459,4.4292,4.6628,7.8853,-2.0186,3.4455,4.7716,3.0934,4.2575,0.9473,1.5379,2.9467,2.7398,4.5674,-2.3898,0.9799,0.8102,3.293,9.3035,-3.09,0.86,-5.75,6.28,2.91,2.15,-1.32,-6.77,-2.26,2.58,0.84,6.52,3.62,0.66,9.6,-3.62,-3.82,-3.66,2.76,2.45,1.16,2.76,5.16,-0.46,2.92,2.22,-0.2,0.2,3.65,0.62,0.93,2.09,5.87,-1.77,2.78,0.23,4.83,-0.51,5.53,7.79,-3.73
199302,-7.5587,-5.0275,-2.1208,-0.5023,0.7801,-7.973,-4.5898,-0.2572,2.7082,1.7679,-8.0371,0.3092,1.5007,0.4496,3.5514,-5.0311,1.752,1.5704,2.9398,2.4008,-3.0198,2.2396,5.0547,4.9061,2.0964,-2.06,-2.35,-3.2,-4.39,0.04,3.19,-7.06,-8.94,0.98,3.46,6.29,-0.51,3.35,-2.31,0,1.96,4.6,-1.92,6.03,6.21,5.72,-2.19,0.72,0.43,0.45,-1.71,-1.77,-0.14,0.99,-1.71,0.12,-3.42,6.42,-0.5,4.05,0.22,3.1,-1.42,4.28,5.84,-1.57
199303,0.5687,1.7282,3.6588,2.5458,4.9858,0.9714,2.4514,3.9135,2.1086,3.645,4.8407,3.1912,3.1363,3.0987,6.2499,2.8459,4.952,3.9644,3.3031,1.9813,0.7042,3.5665,3.3187,0.7276,3.4326,-2.28,2.46,-0.89,4.07,1.24,1.08,5.04,0.81,2.14,2.94,1.55,-0.83,2.24,6.38,6.27,3.51,13.07,-1.9,4.12,1.77,3.26,2.98,1.51,-1.56,4.05,2.08,2.95,3.79,4.36,0.85,2.3,0.05,1.22,-0.29,0.92,0.25,3.74,-0.94,1.75,4.63,-1.25
